customer_id,recency,frequency,monetary,cluster
98460,720,3,1136656.0,0
10973,235,4,8976146.0,0
88929,59,20,14808013.0,1
46653,64,8,5598298.0,0
35518,66,7,2167040.0,0
8494,44,13,4503340.0,0
64853,25,74,59289078.0,4
35758,26,40,18038479.0,1
7558,36,28,13353747.0,1
95539,102,12,3188138.0,0
53111,126,8,5443404.0,0
2421,417,4,768044.0,0
202,47,33,17085882.0,1
64918,72,13,9409111.0,0
82997,69,22,12219318.0,1
68021,64,57,22971011.0,1
16176,19,34,12989803.0,1
22931,265,8,6767481.0,0
24266,459,3,1644111.0,0
30468,73,13,3538261.0,0
74878,60,28,14227445.0,1
11386,167,2,683824.0,0
94656,18,102,55137024.0,4
74058,266,1,4012840.0,0
54326,34,8,1930982.0,0
76493,17,32,15592681.0,1
91719,122,7,2224730.0,0
64926,19,32,13408826.0,1
73486,70,9,2444712.0,0
67617,51,13,14964838.0,1
31557,84,22,9002223.0,0
80358,84,60,27932270.0,1
41259,164,17,9786967.0,0
22061,5,25,29649549.0,1
3151,46,6,2414109.0,0
87327,36,53,34164992.0,1
11816,385,2,468675.0,0
62956,1413,1,191984.0,3
36938,1,152,70472879.0,4
59114,27,41,25388733.0,1
79611,96,9,2564581.0,0
15350,35,35,13704578.0,1
17475,9,30,15305917.0,1
86282,369,5,4088615.0,0
30089,743,2,1247643.0,0
54383,367,3,910503.0,0
5706,81,3,1916774.0,0
59617,1826,1,2580660.0,3
94750,2181,1,329615.0,3
79493,100,11,11110447.0,0
20580,275,4,1752924.0,0
91177,160,9,5369037.0,0
25792,181,5,4588188.0,0
16128,192,2,700067.0,0
9943,129,3,1141536.0,0
20946,75,4,1206929.0,0
46617,447,3,1056984.0,0
59163,112,16,11532583.0,0
89863,801,2,520596.0,3
57017,74,12,4994445.0,0
95108,1088,2,410175.0,3
29273,609,2,567931.0,0
78794,944,2,424199.0,3
55220,1715,1,1195365.0,3
38600,139,8,3489328.0,0
84333,392,1,288018.0,0
59005,289,5,1451259.0,0
39559,306,7,6189919.0,0
82512,49,8,5456074.0,0
7212,29,11,6808436.0,0
82551,1638,1,157859.0,3
79361,61,21,6253673.0,0
89989,529,4,728706.0,0
85909,208,4,1969821.0,0
10002,220,3,668210.0,0
6009,27,22,11393034.0,1
92097,220,4,8608702.0,0
85065,140,6,3564776.0,0
83793,249,4,2580737.0,0
39186,360,5,4330868.0,0
47682,446,3,975201.0,0
12137,65,5,4361871.0,0
73028,29,12,4932871.0,0
9725,1014,1,206889.0,3
1976,53,31,21048819.0,1
71165,362,4,5529994.0,0
84520,22,16,9658755.0,0
7185,1828,1,190539.0,3
3454,1092,1,395450.0,3
3455,379,1,4589757.0,0
47111,1667,1,191239.0,3
92361,372,1,191244.0,0
56929,181,4,5960304.0,0
73201,371,1,315688.0,0
4162,189,4,1135007.0,0
8008,318,4,766346.0,0
50348,419,3,703732.0,0
79313,1744,1,416168.0,3
79348,594,2,737441.0,0
23526,804,2,520390.0,3
47564,1785,1,311072.0,3
87016,173,11,5440406.0,0
16286,275,5,1142544.0,0
25141,424,8,4635510.0,0
42552,37,7,5414689.0,0
60303,675,3,1580173.0,0
96342,104,7,3817691.0,0
16294,973,2,321207.0,3
40718,127,3,2620492.0,0
71671,983,2,1235828.0,3
19293,1176,1,292884.0,3
80868,494,3,2456338.0,0
22706,504,3,1012660.0,0
69995,1237,1,850209.0,3
68015,374,1,232702.0,0
23684,641,3,784213.0,0
88243,196,3,1057632.0,0
21975,501,2,780872.0,0
7665,223,8,7832132.0,0
36841,393,1,339352.0,0
72467,79,19,12573437.0,1
85778,57,6,3952003.0,0
31472,177,5,1720707.0,0
30388,17,40,26103833.0,1
78992,11,113,80961148.0,4
9739,133,10,7237275.0,0
49574,230,6,1846637.0,0
21443,20,23,23199871.0,1
5579,55,11,3562992.0,0
78784,413,4,877741.0,0
94779,411,4,1697882.0,0
45124,206,5,3890083.0,0
8712,35,68,41258675.0,4
44208,34,23,10556791.0,1
93640,31,16,8107658.0,0
92788,68,4,3373573.0,0
37969,126,3,796782.0,0
85556,12,25,10193853.0,1
26992,81,17,13105227.0,1
48821,270,5,1351755.0,0
72152,47,37,26713276.0,1
65867,108,10,4025139.0,0
2278,22,44,14025191.0,1
53978,82,16,8043872.0,0
19574,91,11,5236465.0,0
85096,47,16,10832489.0,0
88413,19,24,13809609.0,1
38331,14,15,17648002.0,1
71762,26,12,4637803.0,0
90520,31,8,3225282.0,0
27390,564,1,449195.0,0
2042,15,17,13255796.0,1
86993,58,3,1764787.0,0
42030,26,18,7873988.0,0
50538,126,4,1193904.0,0
60276,39,12,8910085.0,0
87432,489,1,290433.0,0
56361,16,34,14535820.0,1
75961,28,13,12440215.0,0
30671,40,31,17085174.0,1
79942,235,2,360694.0,0
76756,3,32,17628224.0,1
85753,12,23,14663111.0,1
58468,28,6,1402866.0,0
82925,6,43,21792792.0,1
72553,36,8,7465157.0,0
47449,256,4,1116890.0,0
37434,701,3,584857.0,0
94156,39,16,6216785.0,0
14587,16,20,16399858.0,1
9769,50,4,1625936.0,0
15046,16,13,8035433.0,0
98296,361,3,1931343.0,0
22898,859,1,300088.0,3
85670,10,95,51586791.0,4
87747,37,14,7543434.0,0
99325,175,1,85988.0,0
30926,1,44,30787011.0,1
46351,18,11,3153079.0,0
4419,12,16,4581533.0,0
72811,10,22,25340754.0,1
25537,456,2,511262.0,0
9043,5,29,20517621.0,1
48505,46,8,3102351.0,0
50738,107,3,1789256.0,0
19070,40,21,12045656.0,1
95659,52,17,20508837.0,1
37001,24,12,3801030.0,0
8796,76,19,9152337.0,0
75051,460,1,234774.0,0
2429,5,28,15914244.0,1
50488,38,6,1837716.0,0
66789,151,1,224253.0,0
22661,2,6,1892630.0,0
85452,20,33,25124874.0,1
51007,61,4,1483349.0,0
59105,19,16,8573747.0,0
88696,3,25,15102772.0,1
61337,16,35,17734150.0,1
12097,154,1,466688.0,0
50004,185,7,6044124.0,0
3962,98,5,4651112.0,0
75010,247,6,2445447.0,0
70493,3,11,4091029.0,0
93658,33,64,29424877.0,1
53953,14,12,5758430.0,0
5369,49,2,498300.0,0
55704,15,14,8559752.0,0
29687,24,7,3056251.0,0
52872,169,10,3061819.0,0
77287,207,1,243009.0,0
61013,7,115,70152283.0,4
78446,42,34,17051719.0,1
64204,41,20,6773876.0,0
62770,36,47,14231698.0,1
49717,68,3,914016.0,0
76929,7,8,7567546.0,0
6718,67,12,4386156.0,0
76587,396,2,2999370.0,0
23338,2,90,41136291.0,4
83493,48,26,16363930.0,1
3874,86,7,2245863.0,0
62674,324,5,4618486.0,0
21112,0,17,4903450.0,0
49544,91,19,7387747.0,0
34644,20,48,23698847.0,1
46948,159,8,2658297.0,0
70796,1,48,19020134.0,1
76457,13,50,28522686.0,1
70394,50,16,12164741.0,1
37475,7,9,5802623.0,0
60892,10,25,11605859.0,1
19678,158,6,3317722.0,0
1918,59,16,7207672.0,0
86639,160,8,3558733.0,0
21542,1,268,167188188.0,2
15929,24,15,9032634.0,0
96918,22,76,50903607.0,4
34159,120,8,3183777.0,0
75187,810,1,798224.0,3
53942,17,28,11548117.0,1
21364,42,12,3012227.0,0
6735,53,35,18692261.0,1
75557,37,30,13747522.0,1
11310,111,4,5015977.0,0
1237,150,3,836616.0,0
48932,19,73,36118451.0,4
52360,49,60,26314387.0,1
82616,27,57,32772552.0,1
787,53,47,21584754.0,1
16761,39,6,7804077.0,0
54583,154,8,8142417.0,0
99754,73,27,10126683.0,1
18817,56,107,62616296.0,4
53453,8,88,48948076.0,4
61233,8,130,59709962.0,4
80689,32,19,9349877.0,0
7695,205,6,2316169.0,0
2250,1,39,20178601.0,1
25407,59,13,6969889.0,0
87466,82,26,11208209.0,1
5985,38,7,1679656.0,0
33085,11,24,15907651.0,1
17665,23,27,13871108.0,1
58542,36,28,8590670.0,1
13458,19,23,9544192.0,1
90941,33,70,32153491.0,4
83439,25,30,19086072.0,1
60256,23,17,12657548.0,1
49300,92,5,2104193.0,0
83530,513,2,295784.0,0
27944,95,18,4243845.0,0
35863,62,18,14021161.0,1
1345,181,9,7069183.0,0
14135,17,24,9635893.0,1
49048,10,54,22009220.0,1
56470,1,41,26186468.0,1
18794,741,1,565066.0,0
80545,36,50,22860006.0,1
58539,68,13,5266990.0,0
95225,244,5,2469616.0,0
3921,216,10,3279197.0,0
72038,10,30,12111876.0,1
88151,3,71,62853808.0,4
6860,137,7,16257340.0,0
45580,48,87,43755237.0,4
88662,25,21,16586247.0,1
54645,68,18,9618325.0,0
77967,474,3,1891491.0,0
99637,236,7,3704667.0,0
40322,302,7,2746544.0,0
63452,4,27,27264865.0,1
11763,35,9,2867675.0,0
34125,122,12,4425808.0,0
91044,43,65,48316562.0,4
56004,0,4,1684206.0,0
85382,9,14,10091500.0,0
89838,18,30,14834655.0,1
72324,21,31,20853822.0,1
44088,20,11,4574968.0,0
35789,105,1,258978.0,0
10113,42,31,18116616.0,1
62006,87,18,6036006.0,0
61051,65,7,1684868.0,0
45398,1768,1,273404.0,3
72786,291,1,531605.0,0
57864,1780,1,487724.0,3
4022,40,5,2899411.0,0
9807,242,1,214946.0,0
83215,478,4,2462424.0,0
18040,178,6,1235913.0,0
41157,543,2,946594.0,0
55640,390,3,1496720.0,0
54505,689,3,1808948.0,0
41236,30,10,4188523.0,0
10997,77,7,6662074.0,0
77133,204,3,394244.0,0
39870,175,1,295252.0,0
7284,169,3,732988.0,0
91268,122,4,1280612.0,0
2460,159,2,1231599.0,0
41826,13,12,5790126.0,0
23191,476,1,1585506.0,0
19940,60,3,845685.0,0
41525,687,1,801212.0,0
63634,69,4,2915665.0,0
63440,16,14,3099369.0,0
51570,97,8,3703169.0,0
36425,470,4,5163564.0,0
31493,62,4,1052850.0,0
49015,69,2,1441194.0,0
72963,166,3,1079179.0,0
81596,34,18,12177973.0,1
94427,31,3,750108.0,0
12725,0,12,4895505.0,0
59922,1887,1,171104.0,3
69275,199,4,1321150.0,0
34685,177,9,7343928.0,0
1943,90,2,459622.0,0
10522,1381,1,193051.0,3
50753,636,3,2844512.0,0
12742,8,7,2629936.0,0
25179,425,3,994493.0,0
36016,25,17,18576815.0,1
9643,109,5,2827986.0,0
96118,545,3,2936134.0,0
66390,183,6,2792787.0,0
31808,58,24,11477738.0,1
74821,3,2,1053047.0,0
70119,83,10,7497650.0,0
43101,612,3,669369.0,0
80679,392,3,507949.0,0
6527,43,22,16037954.0,1
29190,83,1,316554.0,0
62735,5,4,3969755.0,0
51313,12,1,150862.0,0
1926,97,1,573281.0,0
62120,100,1,496237.0,0
37846,384,2,908344.0,0
42574,106,2,392337.0,0
30946,2,16,6076051.0,0
76510,703,2,410278.0,0
91523,516,3,3651913.0,0
13273,1644,1,341811.0,3
60736,607,1,222080.0,0
72815,202,3,3625672.0,0
94322,302,1,153458.0,0
68985,139,4,1105274.0,0
85377,336,3,1215878.0,0
89537,542,2,781539.0,0
94314,1084,1,401800.0,3
86428,459,2,510568.0,0
34352,532,3,890421.0,0
16853,183,1,239963.0,0
62229,66,5,2883308.0,0
79746,686,3,867082.0,0
28477,58,2,322484.0,0
16598,98,1,179302.0,0
7009,743,2,2266271.0,0
24236,1,3,4230578.0,0
10091,202,2,1713917.0,0
87635,357,2,394503.0,0
12316,274,3,3094041.0,0
29746,488,1,238332.0,0
41889,325,5,1978020.0,0
67113,652,1,423363.0,0
67479,135,6,2216119.0,0
22080,547,2,184308.0,0
95642,229,2,340961.0,0
34833,150,5,2893728.0,0
62604,1009,1,179249.0,3
84563,998,1,1563159.0,3
475,111,7,2006785.0,0
56863,305,4,1113833.0,0
45591,629,2,455832.0,0
63166,48,8,11463765.0,0
23066,553,1,416388.0,0
45229,39,2,1419174.0,0
36756,82,7,4239343.0,0
82249,339,6,1743478.0,0
76658,423,4,3384911.0,0
42537,151,2,714725.0,0
56966,1717,1,695060.0,3
7857,631,1,190803.0,0
38262,524,2,609371.0,0
29039,176,3,2219667.0,0
16236,300,1,218952.0,0
49878,62,3,788295.0,0
4752,511,2,2009556.0,0
88314,1877,1,230095.0,3
9340,341,1,263037.0,0
10628,931,2,1784549.0,3
16139,462,2,372361.0,0
43477,174,1,249674.0,0
43495,28,1,372799.0,0
14697,98,4,910984.0,0
61363,52,5,3730588.0,0
25738,200,1,648402.0,0
82999,99,2,524404.0,0
91905,265,1,1598003.0,0
60399,254,3,790332.0,0
47239,1295,1,93988.0,3
12011,146,1,429393.0,0
34224,21,4,2031349.0,0
99233,213,4,948065.0,0
43229,1134,1,76899.0,3
57844,100,4,1841109.0,0
82675,167,4,2325090.0,0
47015,115,7,3188298.0,0
78395,366,2,712812.0,0
51645,1780,1,306563.0,3
2325,114,3,2119402.0,0
2030,237,2,837930.0,0
73409,60,1,2062747.0,0
48078,38,2,1169589.0,0
67305,9,3,711689.0,0
34930,36,5,1337478.0,0
63959,565,2,456228.0,0
50466,1685,1,150847.0,3
41249,76,24,12733337.0,1
57464,6,111,61589367.0,4
23332,1481,1,391897.0,3
31752,63,20,15090349.0,1
43838,27,58,38708636.0,4
4170,52,58,24397684.0,1
71817,67,148,86653162.0,2
85703,199,8,4601036.0,0
40161,94,16,10237578.0,0
72113,40,28,15844028.0,1
2805,165,9,2983419.0,0
6970,363,4,2370745.0,0
91297,59,16,7006033.0,0
72182,23,31,13920741.0,1
46601,22,73,37525308.0,4
49613,29,36,12891348.0,1
32857,37,72,29789853.0,4
8775,97,8,3169249.0,0
37367,53,14,9987231.0,0
77228,29,39,19718579.0,1
1097,90,8,4294906.0,0
72736,95,30,22055701.0,1
55389,6,288,170192956.0,2
84109,24,47,25831732.0,1
392,455,4,1104470.0,0
72485,6,103,63745111.0,4
5912,28,50,22196192.0,1
80102,43,73,45048708.0,4
27457,12,61,25875712.0,1
72468,58,30,12126981.0,1
97307,32,61,40745001.0,4
16677,1110,1,956445.0,3
9037,66,12,5515403.0,0
39813,47,52,25233977.0,1
3771,579,3,595586.0,0
5257,16,87,57042405.0,4
83104,348,4,3943745.0,0
51625,18,51,37219139.0,1
1240,1064,2,784191.0,3
56262,15,69,33521231.0,4
77150,229,8,3313053.0,0
99813,95,21,22279650.0,1
424,11,92,42538286.0,4
45912,68,31,24871394.0,1
72565,0,88,53248728.0,4
51572,142,14,8954149.0,0
16752,49,33,14141959.0,1
99268,33,45,27078833.0,1
62663,44,38,26973852.0,1
83593,905,2,1703640.0,3
66085,35,96,46667319.0,4
41837,49,40,20705173.0,1
68797,125,3,2259420.0,0
53000,17,41,19887380.0,1
40916,35,20,19089668.0,1
43919,42,9,6727663.0,0
16326,48,8,5798890.0,0
17354,124,11,12639743.0,0
79334,27,66,28921914.0,1
33052,90,3,4600235.0,0
59796,471,4,1402136.0,0
89116,35,22,23627910.0,1
1964,86,12,4301691.0,0
87397,62,36,20856480.0,1
28637,62,28,15145339.0,1
88386,297,3,6534046.0,0
36851,125,5,1402240.0,0
13231,17,31,15620054.0,1
54718,71,16,18157136.0,1
10427,83,13,5330959.0,0
51371,37,58,43627091.0,4
76982,56,29,16437622.0,1
81833,34,58,24719161.0,1
79136,1815,1,465418.0,3
22527,1974,1,546034.0,3
67086,362,5,2498395.0,0
77882,10,53,18382696.0,1
15602,21,164,70195834.0,4
31762,47,75,34859206.0,4
54157,202,6,4034314.0,0
21001,3,247,135634434.0,2
39880,173,5,2025085.0,0
23989,158,9,3500044.0,0
59742,50,41,25979155.0,1
79750,1,99,46280952.0,4
4843,178,10,2823556.0,0
26316,50,87,51075369.0,4
70160,22,32,17296448.0,1
32075,55,20,8361758.0,0
80896,138,13,7190910.0,0
12883,8,115,45080557.0,4
57169,151,9,4536509.0,0
80243,7,50,32565624.0,1
50685,166,4,1812393.0,0
75620,61,21,9239870.0,0
60752,90,19,8817586.0,0
54822,19,51,30742240.0,1
31186,25,34,22560344.0,1
30019,26,42,21173146.0,1
27930,37,22,11173398.0,1
51771,1230,1,265615.0,3
78896,28,51,24812889.0,1
83280,209,6,3438635.0,0
22188,73,12,5007039.0,0
82543,112,8,2662369.0,0
2811,32,57,29655806.0,1
56783,186,2,2142595.0,0
40163,72,5,1499110.0,0
31678,49,41,28199063.0,1
15007,53,16,5749591.0,0
42976,48,15,5016648.0,0
39923,145,8,4629668.0,0
47759,551,4,1265466.0,0
2791,79,18,10705854.0,0
44778,76,28,12807749.0,1
42338,13,26,17604784.0,1
24362,84,22,14881351.0,1
63853,89,9,6598759.0,0
80791,28,23,13685158.0,1
58388,77,22,11166473.0,1
80152,137,5,15259213.0,0
93636,173,4,1915164.0,0
29472,8,58,41112821.0,4
45730,10,34,32473151.0,1
73405,23,41,25486873.0,1
62940,103,5,1307324.0,0
25378,11,22,8359094.0,1
26080,75,7,1347081.0,0
83048,31,43,29566043.0,1
63819,98,18,6457680.0,0
36709,231,6,4125016.0,0
23099,1,63,34961490.0,4
7496,22,17,10013968.0,0
73102,16,14,7461651.0,0
72606,4,72,23037847.0,1
29268,63,12,2774492.0,0
66655,171,6,5393309.0,0
15842,1728,1,248642.0,3
36982,90,18,9847616.0,0
58003,35,63,30380699.0,1
70561,26,17,15595768.0,1
75529,49,48,28478249.0,1
79200,679,1,201249.0,0
60797,54,23,6636380.0,0
46641,74,15,7980584.0,0
38293,27,75,30068983.0,4
7439,68,22,10970506.0,1
62301,36,33,18086382.0,1
74370,20,21,9131126.0,1
79613,81,5,3934037.0,0
45537,3,33,19850796.0,1
59303,70,11,4837665.0,0
64952,105,14,7848876.0,0
46656,150,10,2945549.0,0
30281,7,88,48535498.0,4
76221,521,2,2441852.0,0
94550,6,200,95297177.0,2
20599,106,16,19356825.0,1
57956,4,31,13369367.0,1
83082,137,7,3716186.0,0
22083,27,23,10930833.0,1
59932,12,21,13603939.0,1
13103,611,3,676450.0,0
89150,711,2,1018126.0,0
13613,376,2,402594.0,0
65398,91,8,2421581.0,0
89930,1945,1,349008.0,3
87991,14,18,9396547.0,0
5064,83,3,643165.0,0
988,124,3,873915.0,0
69323,83,21,10856082.0,1
15797,226,6,1827425.0,0
27605,75,5,3053435.0,0
79069,72,5,2421214.0,0
73788,400,4,1199684.0,0
53252,86,19,4612908.0,0
33291,140,13,7788267.0,0
28295,99,7,3283091.0,0
72424,19,13,4775400.0,0
35634,695,3,610151.0,0
44548,1362,1,179230.0,3
17515,156,4,1015903.0,0
63415,86,11,7411687.0,0
249,981,2,947467.0,3
34503,1791,1,477667.0,3
56099,104,7,3154427.0,0
97137,62,6,2541050.0,0
15408,154,8,4571410.0,0
4511,95,4,681829.0,0
10349,963,2,2245537.0,3
41088,172,11,5015276.0,0
15851,43,20,7642895.0,0
86369,70,7,2554663.0,0
19514,82,10,3835884.0,0
14020,409,3,1054079.0,0
2099,349,3,3064440.0,0
15830,521,2,1262554.0,0
84609,242,4,1608177.0,0
53515,197,7,2088888.0,0
83783,81,4,1281452.0,0
96740,766,2,659687.0,3
53179,20,14,6756815.0,0
69479,109,7,1745290.0,0
69452,2087,1,203280.0,3
33206,360,6,8057016.0,0
2921,1912,1,241140.0,3
14065,206,5,4623099.0,0
94465,51,24,12431120.0,1
24551,519,4,1317025.0,0
91156,211,9,3239077.0,0
95740,1742,1,450586.0,3
42258,415,4,1188146.0,0
86873,370,2,622984.0,0
27888,547,1,4506931.0,0
22377,442,4,1282718.0,0
51622,414,5,3387663.0,0
65312,179,4,1458599.0,0
76058,365,3,554550.0,0
99061,165,4,1783733.0,0
80183,262,5,3067952.0,0
34603,420,2,1456572.0,0
35671,44,11,2774291.0,0
34978,329,1,2112041.0,0
95975,1040,1,567269.0,3
88231,1266,1,435823.0,3
76476,37,18,6724251.0,0
18787,672,2,558539.0,0
51555,754,1,1389666.0,0
9825,370,2,549208.0,0
56329,1093,1,159018.0,3
26216,728,1,315160.0,0
41154,1583,1,849424.0,3
86677,184,4,1322780.0,0
83660,378,2,281381.0,0
70302,885,2,409288.0,3
70106,354,5,2500933.0,0
7832,994,1,2491479.0,3
13392,225,4,5894590.0,0
43946,1800,1,710530.0,3
86426,328,1,174565.0,0
83761,167,2,1549722.0,0
49809,109,3,493464.0,0
97544,46,32,15678956.0,1
33657,50,42,20820173.0,1
1901,38,9,2578542.0,0
44916,1,33,17164738.0,1
8269,13,19,6203184.0,0
54510,48,7,2212045.0,0
535,65,39,28724869.0,1
89803,19,23,10030150.0,1
82111,106,6,1762496.0,0
92456,65,27,12376149.0,1
90122,158,6,2651661.0,0
72401,119,5,1587680.0,0
54917,254,4,1230572.0,0
6102,89,11,7470906.0,0
40696,63,15,5680576.0,0
3990,31,47,21307894.0,1
6134,116,20,9375283.0,0
32381,76,27,25714377.0,1
15815,40,20,18613486.0,1
4810,35,46,24436497.0,1
8603,46,10,9116093.0,0
97962,234,2,374978.0,0
77665,21,7,2845158.0,0
52401,173,6,4662955.0,0
37457,213,5,1522299.0,0
71561,37,27,10566629.0,1
68159,148,9,3381365.0,0
23324,41,37,26626814.0,1
13671,242,2,934913.0,0
16807,29,44,16176082.0,1
1395,53,32,19588849.0,1
64801,1,52,24991601.0,1
14708,12,17,5118195.0,0
14909,42,18,11166351.0,1
94318,12,104,43633752.0,4
22199,96,10,2761634.0,0
35125,490,2,879539.0,0
40846,137,2,780144.0,0
67157,5,16,8065512.0,0
16610,78,5,1756986.0,0
3698,46,11,3823742.0,0
97376,142,10,3820059.0,0
50205,29,18,9613825.0,0
3732,114,12,4597135.0,0
98815,338,4,904221.0,0
5916,3,103,48004486.0,4
16377,14,21,12360388.0,1
36223,24,34,14126076.0,1
43151,0,46,32515224.0,1
70728,18,70,32692417.0,4
9585,9,26,13772092.0,1
90156,45,39,25731360.0,1
15058,369,7,1391833.0,0
87638,299,2,1696036.0,0
30111,49,25,9280860.0,1
54263,25,32,22448200.0,1
78953,31,6,2186056.0,0
42036,0,132,59220342.0,4
75572,34,70,29712975.0,1
3472,497,4,1669411.0,0
37992,68,24,12542389.0,1
50369,44,4,1302669.0,0
4428,21,22,13780640.0,1
21645,2,27,18363656.0,1
42581,15,13,14145961.0,1
69444,109,12,6569084.0,0
9662,10,42,23900543.0,1
7827,3,33,17066826.0,1
93325,85,3,1201906.0,0
27211,21,11,3071192.0,0
55946,16,7,5781614.0,0
19242,29,4,1517181.0,0
49887,11,10,2653700.0,0
27421,33,265,163512484.0,2
78473,33,12,4154240.0,0
81783,27,17,13762393.0,1
60865,9,19,6415059.0,0
67631,0,59,27721312.0,1
69944,257,1,196115.0,0
90479,45,45,21455607.0,1
61707,154,5,1315214.0,0
21958,27,142,80473607.0,4
22790,36,5,1748630.0,0
38423,7,15,5698076.0,0
20390,269,5,2197312.0,0
57794,13,14,8880806.0,0
91510,3,108,47091686.0,4
88202,15,13,8263992.0,0
96824,38,4,786108.0,0
15555,27,5,3302912.0,0
34944,45,10,7473489.0,0
98278,333,4,4237887.0,0
61404,15,4,5578249.0,0
18957,75,8,5794402.0,0
25659,18,5,6694546.0,0
1912,47,21,8177741.0,0
11081,219,5,2376940.0,0
94302,165,7,3172802.0,0
67663,58,35,22330667.0,1
93639,93,9,3639816.0,0
99127,10,2,3065677.0,0
94336,14,8,4306722.0,0
68498,149,4,3447249.0,0
68788,1,4,2508895.0,0
61891,68,3,449763.0,0
60876,1307,1,1944996.0,3
12536,55,20,13701278.0,1
76757,38,31,10329260.0,1
79931,10,50,26311894.0,1
8036,1,327,172195202.0,2
79372,14,7,1866759.0,0
18147,288,7,4552743.0,0
20301,166,11,3763931.0,0
92329,1315,1,245902.0,3
22059,0,8,1703054.0,0
65069,3,137,73953671.0,4
68553,19,68,51582812.0,4
35280,106,4,1289529.0,0
19532,272,3,2812577.0,0
56976,47,26,16656059.0,1
34898,105,1,764442.0,0
33588,104,1,533129.0,0
57775,365,2,1230714.0,0
61489,53,52,28979888.0,1
13535,39,25,18034770.0,1
36293,60,101,54025590.0,4
34842,53,4,1523604.0,0
60333,70,8,2941434.0,0
85954,11,124,70428180.0,4
91723,16,77,38304267.0,4
81238,15,24,6093024.0,0
99773,29,19,10608863.0,1
33707,115,2,3500493.0,0
